"","METHOD","REGION","OBS_YEAR","ISLAND","SITE","REEF_ZONE","SITEVISITID","AVG_SITE_DEPTH_M","DEPTH_BIN","ACAS","ACBR","ACPH","ACTA","AMNE","AMSP","ANTI","ASPP","ASSP","ASTS","AVSP","BGMA","BI","BR","BRMA","BRY","CAUL","CCAH","CCAR","CHLS","CMOR","COL","COSP","COTS","CYPS","DICO","DICT","DISP","ECHL","ECHP","EMA","ENC","EUSP","FASP","FAVS","FINE","FOL","FREE","FUSP","GALI","GALS","GASP","GC","GONS","GOSP","GRMA","HALI","HARD","HCOE","HYCO","HYSP","ISSP","LEPS","LEPT","LESP","LOBO","LOBS","LOSY","MASS","MESP","MICR","MISP","MOBR","MOEN","MOFO","MONE","NEOM","NS","OCTO","OUSP","PACS","PADI","PAEN","PAFO","PAMA","PAVS","PESP","PHSP","PLER","PLLE","PLSP","POBR","POCS","POEN","POFO","POMA","PONM","PSSP","RDMA","RUB","SAND","SG","SP","STYS","SYSP","TAB","TUN","TURFH","TURFR","TURS","UI","UPMA","USC","ZO","N","new.N","MISSIONID","DATE_","SEC_NAME","LATITUDE_LOV","LONGITUDE_LOV","ANALYSIS_YEAR","ANALYSIS_SCHEME","TRANSECT_PHOTOS","EXCLUDE_FLAG"
"11","CPCE","MHI",2013,"Hawaii","HAW-01488","Forereef",6015,20.42060347,"Deep",0,0,0,0,0,1.145038168,0,0,0,0,0,1.908396947,0,0,0,0,0,2.290076336,0.763358779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.763358779,0,0,0,0,0,0,0,0,0,0,0,0,0.381679389,0,0,0,0,0,0,0,0,20.61068702,7.633587786,0,0,0,19.46564885,0,0,0,0,0,0,44.65648855,0.381679389,0,0,0,0,0,300,262,"HA1304","8/8/2013","HAW_KONA",20.06308017,-155.8532859,"2013","RAMP_BASIC",-1,0
"12","CPCE","MHI",2010,"Hawaii","HAW-00150","Forereef",3122,11,"Mid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1.818181818,0,0,0,0,0,0,0,0,0,0,0,3.636363636,0.727272727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.181818182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.636363636,0,0,0,0,0,0,68.36363636,1.818181818,0,0,9.818181818,0,0,300,275,"HA1008","10/8/2010","HAW_HAMAKUA",20.23244122,-155.7512105,"2010-12","RAMP_BASIC",-1,0
"13","CPCE","MHI",2010,"Hawaii","HAW-00153","Forereef",3163,8,"Mid",0,0,0,0,0,0,0,0,0,0,0,0.386100386,0,5.791505792,0,0,0,4.633204633,0.386100386,0,0,0,0,0,0,0,0,0,0,0,16.6023166,1.544401544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.386100386,0,0,0,0,0,0,0,0,0,0,21.23552124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.722007722,0,0,0,0,0,0,41.31274131,0,0,0,0,0,0,300,259,"HA1008","10/12/2010","HAW_KONA",20.05506028,-155.8444195,"2010-12","RAMP_BASIC",-1,0
"14","CPCE","MHI",2013,"Hawaii","HAW-01540","Forereef",6016,15.54404145,"Mid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.40684411,0,0,0,0,0,0,0,0,0,0,0,0,0.760456274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.380228137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.520912548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.87072243,3.422053232,0,0,0.380228137,0.380228137,0,0,0,0,0,0,63.878327,0,0,0,0,0,0,300,263,"HA1304","8/8/2013","HAW_KONA",20.00323883,-155.8331828,"2013","RAMP_BASIC",-1,0
"15","CPCE","MHI",2013,"Hawaii","HAW-01566","Forereef",5948,13.41054557,"Mid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.152249135,0,0,0,0,0,0,0,0,0,0,0,0,1.730103806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.346020761,0,0,0,0,0,0,0,1.384083045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.10034602,0.692041522,0,0,0,5.190311419,0,0.346020761,0,0,0,0,47.05882353,0,0,0,0,0,0,300,289,"HA1304","8/4/2013","HAW_KONA",19.16065933,-155.9154834,"2013","RAMP_BASIC",-1,0
"16","CPCE","MHI",2013,"Hawaii","HAW-01579","Forereef",6017,5.18134715,"Shallow",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.459459459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.675675676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.054054054,0,0,29.72972973,0,0,0,0,0.337837838,0,0,0,0,0,0,55.74324324,0,0,0,0,0,0,320,296,"HA1304","8/8/2013","HAW_KONA",19.9609699,-155.8595162,"2013","RAMP_BASIC",-1,0
"17","CPCE","MHI",2013,"Hawaii","HAW-01619","Forereef",6018,5.18134715,"Shallow",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.333333333,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.333333333,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2.666666667,0,0,28,4,0,0,0,1.333333333,0,0,0,0,0,0,58.66666667,0,0,0,0,0,0,160,150,"HA1304","8/8/2013","HAW_KONA",19.9272578,-155.8894908,"2013","RAMP_BASIC",-1,0
"18","CPCE","MHI",2013,"Hawaii","HAW-01625","Forereef",5967,23.77323987,"Deep",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.89361702,0,0,0,0,0,0,0,0,0,0,0,0,5.673758865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.709219858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.546099291,0,0,0.709219858,0.709219858,0,0,0,0,0,0,0,0,0,0,70.92198582,0,0,0,0,0,2.836879433,150,141,"HA1304","8/6/2013","HAW_PUNA",19.44420143,-154.8548014,"2013","RAMP_BASIC",-1,0
"19","CPCE","MHI",2013,"Hawaii","HAW-01631","Forereef",5955,24.38281012,"Deep",0,0,0,0,0,0,0,0,0,0,0,0,0,0.342465753,0,0,0,0.342465753,0,0,0,0,0,0,0,0,0,0,0,0,1.712328767,1.02739726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.342465753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.794520548,0,0,0,0,0,0,0.342465753,16.09589041,0,0,0,0,0,0,70.54794521,4.452054795,0,0,0,0,0,300,292,"HA1304","8/5/2013","HAW_PUNA",19.8325335,-155.0803804,"2013","RAMP_BASIC",-1,0
"20","CPCE","MHI",2013,"Hawaii","HAW-01643","Forereef",5956,13.41054557,"Mid",0,0,0,0,0,0,0,0,0,0,0,0.352112676,0,0,0,0,0,22.53521127,0,0,0,0,0,0,0,0,0,0,0,0,4.929577465,1.408450704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.352112676,0,0,0,0,0,0,0,0,0,3.521126761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.76056338,0,0,2.816901408,24.29577465,0,0,0,0,0,0,0,0,0,0,37.67605634,0.352112676,0,0,0,0,0,290,284,"HA1304","8/5/2013","HAW_PUNA",19.74481596,-155.0538582,"2013","RAMP_BASIC",-1,0
"21","CPCE","MHI",2013,"Hawaii","HAW-01648","Forereef",5982,15.23925632,"Mid",0,0,0,0,0,0,0,0,0,0,0,0.666666667,0,0,0,0,0,4.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0.666666667,0,0,0,0,0,18.66666667,0,0,8,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,2.666666667,160,150,"HA1304","8/6/2013","HAW_PUNA",19.408233,-154.901467,"2013","RAMP_BASIC",-1,0
"22","CPCE","MHI",2010,"Hawaii","HAW-00167","Forereef",3124,6,"Shallow",0,0,0,0,0,0,0,0,0,0,0,0,0,0.34965035,0,0,0,4.545454545,0,0,0,0,0,0,0,0,0,0,0,0,2.097902098,3.496503497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34965035,0,0,0,0,0,0,0,0,0,0,0,4.895104895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34965035,5.594405594,0,0,0,0,0,0,74.82517483,2.447552448,0,0,1.048951049,0,0,300,286,"HA1008","10/8/2010","HAW_HAMAKUA",20.26778779,-155.855388,"2010-12","RAMP_BASIC",-1,0
"23","CPCE","MHI",2013,"Hawaii","HAW-01677","Forereef",5986,23.16366961,"Deep",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.37275986,0.358422939,0,0,0,0,0,0,0,0,0,0,0,1.433691756,0,0,0,0,0,0,0.358422939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.584229391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.602150538,0,0,14.33691756,12.90322581,0,0,0,0,0,0.716845878,0,0,0,0,32.25806452,0,0,0,1.075268817,0,0,300,279,"HA1304","8/7/2013","HAW_SE",19.1187421,-155.5083339,"2013","RAMP_BASIC",-1,0
"24","CPCE","MHI",2013,"Hawaii","HAW-01693","Forereef",5987,14.62968607,"Mid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.921568627,0,0,0,0,0,0,0,0,0,0,0,0,0.326797386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.68627451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.803921569,0,0,14.37908497,4.901960784,0,0,0,0.326797386,0,0,0,0,0,0,50,0.653594771,0,0,0,0,0,310,306,"HA1304","8/7/2013","HAW_SE",19.07674391,-155.5532311,"2013","RAMP_BASIC",-1,0
"25","CPCE","MHI",2010,"Hawaii","HAW-00173","Forereef",3171,12,"Mid",0,0,0,0,0,0,0,0,0,0,0,1.111111111,0,2.222222222,0,0,0,2.592592593,0,0,0,0,0,0,0,0,0,0,0,0,0,2.222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37037037,0,0,0,0,0,0,0,0,0,0,41.11111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37037037,2.592592593,0,0,0,0,0,0,47.03703704,0,0,0,0.37037037,0,0,300,270,"HA1008","10/13/2010","HAW_KONA",19.17447103,-155.9098846,"2010-12","RAMP_BASIC",-1,0
"26","CPCE","MHI",2013,"Hawaii","HAW-01733","Forereef",5988,6.09570253,"Shallow",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.22580645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.774193548,0,0,2.903225806,0,0,0,0,0.322580645,0,0,0,0,0,0,76.77419355,0,0,0,0,0,0,310,310,"HA1304","8/7/2013","HAW_SE",18.96680854,-155.6135593,"2013","RAMP_BASIC",-1,0
"27","CPCE","MHI",2013,"Hawaii","HAW-01743","Forereef",5983,15.23925632,"Mid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.754266212,0.341296928,0,0,0,0,0,0,0,0,0,0,0,0.682593857,1.023890785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.341296928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.849829352,0,0,0.341296928,0.682593857,0,0,0.682593857,17.74744027,0,0,0,0,0,1.023890785,62.79863481,1.365187713,0,0.341296928,1.023890785,0,0,300,293,"HA1304","8/6/2013","HAW_PUNA",19.3557,-154.966183,"2013","RAMP_BASIC",-1,0
"28","CPCE","MHI",2013,"Hawaii","HAW-01748","Forereef",5957,6.705272783,"Mid",0,0,0,0,0,0,0,0,0,0,0,0.354609929,0,0,0,0,0,20.92198582,0,0,0,0,0,0,0,0,0,0,0,0,1.063829787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.773049645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.0212766,0,0,1.418439716,1.773049645,0,0,0,0,0,0,0,0,0,0,55.67375887,0,0,0,0,0,0,290,282,"HA1304","8/5/2013","HAW_PUNA",19.7366633,-155.0156763,"2013","RAMP_BASIC",-1,0
"29","CPCE","MHI",2013,"Hawaii","HAW-01750","Forereef",5968,13.10576044,"Mid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.37062937,0,0,0,0,0,0,0,0.699300699,0,0,0,0,3.496503497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.398601399,0,0,0,0,0,0,0,0,0,0,0,0,2.097902098,0,0,0,0,0,0,0,0,0,0,0,0,0,13.28671329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.45454545,0,0,0,0,0,4.195804196,150,143,"HA1304","8/6/2013","HAW_PUNA",19.4459773,-154.8528663,"2013","RAMP_BASIC",-1,0
"30","CPCE","MHI",2013,"Hawaii","HAW-01757","Forereef",5969,17.37275221,"Mid",0,0,0,0,0,0,0,0,0,0,0,0.354609929,0,0,0,0,0,1.418439716,0,0,0,0,0,0,0,0,0,0,0,0,0.354609929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.836879433,0,0,0,0,0,0,0,0,0,0,0,0,1.063829787,0,0,0,0,0,9.574468085,0,0,3.90070922,0.354609929,0,0,0,9.219858156,0,0,0,0,0,0,69.85815603,0,0,0,0,0,1.063829787,300,282,"HA1304","8/6/2013","HAW_PUNA",19.36768128,-154.9536881,"2013","RAMP_BASIC",-1,0
"31","CPCE","MHI",2013,"Hawaii","HAW-01759","Forereef",5981,21.33495885,"Deep",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.67576792,2.730375427,0,0,0,0,0,0,1.365187713,0,0,0,0,1.706484642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.341296928,0,0,0,0,0,0,0,3.071672355,0,0,0,0,0,0,0,2.730375427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.58020478,0,0,6.484641638,2.730375427,0,0,0.341296928,0.341296928,0,0.341296928,0,0,0,0,41.29692833,11.26279863,0,0,0,0,0,300,293,"HA1304","8/6/2013","HAW_PUNA",19.49005,-154.814167,"2013","RAMP_BASIC",-1,0
"32","CPCE","MHI",2013,"Hawaii","HAW-01766","Forereef",5989,8.229198415,"Mid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.103448276,0,0,0,0,0,0,0,0,0,0,0,0,0.689655172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.862068966,0,0,2.413793103,0,0,0,0.344827586,0,0,0,0,0,0,0,87.5862069,0,0,0,0,0,0,300,290,"HA1304","8/7/2013","HAW_KONA",18.92598792,-155.6828787,"2013","RAMP_BASIC",-1,0
"33","CPCE","MHI",2010,"Hawaii","HAW-00177","Forereef",3139,22,"Deep",0,0,0,0,0,0,0,0,0,0,0,0,0,11.53846154,0,0,0,13.98601399,0.699300699,0,0,0,0,0,0,0,0,0,0,0,9.090909091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.146853147,0,0,0,0,0,0,0,0,0,0,28.67132867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.293706294,0,0,0,0,0,0,21.67832168,1.748251748,0,0,3.146853147,0,0,300,286,"HA1008","10/10/2010","HAW_PUNA",19.65415243,-154.971091,"2010-12","RAMP_BASIC",-1,0
"34","CPCE","MHI",2010,"Hawaii","HAW-00178","Forereef",3129,14,"Mid",0,0,0,0,0,0,0,0,0,0,0,0,0,2.105263158,0,0,0,4.912280702,0,0,0,0,0,0,0,0,0,0,0,0,1.754385965,1.403508772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.701754386,0,0,0,0,0,0,0,0,0,0,1.754385965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.52631579,0,0,0,0,0,0,55.43859649,0,0,0,21.40350877,0,0,300,285,"HA1008","10/9/2010","HAW_HAMAKUA",19.98708649,-155.2322548,"2010-12","RAMP_BASIC",-1,0
"35","CPCE","MHI",2010,"Hawaii","HAW-00181","Forereef",3153,17,"Mid",0,0,0,0,0,0,0,0,0,0,0,0,0,5.925925926,0,0,0,19.25925926,0,0,0,0,0,0,0,0,0,0,0,0,24.07407407,0.37037037,0,0,0,0,0,0.37037037,0,0,0,0,0,0,0,0,0.37037037,1.111111111,0,0,0,0,0,0,0,0,0,0,7.777777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.481481481,0,0,0,0,0,0,37.77777778,1.481481481,0,0,0,0,0,300,270,"HA1008","10/11/2010","HAW_KONA",18.99763014,-155.7862736,"2010-12","RAMP_BASIC",-1,0
"36","CPCE","MHI",2010,"Hawaii","HAW-00190","Forereef",3136,12,"Mid",0,0,0,0,0,0,0,0,0,0,0,0,0,1.310043668,0,0,0,13.5371179,0.873362445,0,0,0,0,0,0,0,0,0,0,0,7.860262009,2.620087336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.183406114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.436681223,10.91703057,0,0,0,0,0,0,48.47161572,2.620087336,0,0,9.170305677,0,0,260,229,"HA1008","10/10/2010","HAW_PUNA",19.75809826,-155.087413,"2010-12","RAMP_BASIC",-1,0
